node1,node2,rel
9055,19431,2
9055,19460,2
9055,20073,2
9056,18446,2
9056,18782,2
9056,18804,2
9056,18863,2
9056,19112,2
9056,19072,2
9056,19269,2
9056,20779,2
9057,18411,2
9057,18561,2
9057,18681,2
9057,18783,2
9057,19072,2
9057,22132,2
9058,18412,2
9058,18743,2
9058,18746,2
9058,18754,2
9058,18916,2
9058,19251,2
9058,20649,2
9059,18738,2
9059,19049,2
9059,19071,2
9059,19430,2
9059,20159,2
9059,20303,2
9060,18467,2
9060,18704,2
9060,18746,2
9060,18804,2
9060,18758,2
9060,18885,2
9060,20246,2
9060,22261,2
9061,18420,2
9061,18611,2
9061,18746,2
9061,18933,2
9061,19072,2
9061,19162,2
9061,20379,2
9062,18386,2
9062,18392,2
9062,18754,2
9062,19287,2
9063,18411,2
9063,18416,2
9063,18388,2
9063,18704,2
9063,18601,2
9063,19425,2
9063,19928,2
9063,18978,2
9064,18411,2
9064,18426,2
9064,18557,2
9064,18560,2
9064,18932,2
9064,19111,2
9064,18539,2
9064,20407,2
9065,18571,2
9065,18801,2
9065,18838,2
9065,18916,2
9065,18689,2
9066,18403,2
9066,18467,2
9066,18653,2
9066,19134,2
9066,19328,2
9067,18746,2
9067,18754,2
9067,18762,2
9067,18905,2
9068,18662,2
9068,18746,2
9068,18980,2
9068,19135,2
9068,19641,2
9068,19814,2
9069,18388,2
9069,18561,2
9069,18944,2
9069,19057,2
9069,19902,2
9069,19922,2
9069,20145,2
9070,18403,2
9070,18833,2
9070,18838,2
9070,19455,2
9070,20090,2
9071,18403,2
9071,18502,2
9071,19072,2
9072,18467,2
9072,18624,2
9072,18746,2
9072,18925,2
9073,18411,2
9073,18416,2
9073,18754,2
9073,19013,2
9073,19072,2
9073,20556,2
9073,21567,2
9073,22372,2
9074,18452,2
9074,18743,2
9074,18535,2
9075,18722,2
9075,18746,2
9075,18838,2
9075,19072,2
9075,18611,2
9076,18398,2
9076,18411,2
9076,18467,2
9076,18568,2
9076,18569,2
9076,18601,2
9077,18703,2
9077,18740,2
9077,18932,2
9077,18971,2
9077,19082,2
9077,18448,2
9077,20259,2
9078,18446,2
9078,18561,2
9078,18691,2
9078,18784,2
9078,18833,2
9078,18840,2
9078,18917,2
9078,18932,2
9078,19641,2
9078,20218,2
9079,18861,2
9079,18779,2
9079,19759,2
9079,19175,2
9079,24298,2
9080,18557,2
9081,18403,2
9081,18411,2
9081,18422,2
9081,18847,2
9081,18838,2
9081,18689,2
9081,19585,2
9081,19510,2
9081,20876,2
9082,18403,2
9082,19029,2
9082,19058,2
9082,19306,2
9082,19588,2
9082,21039,2
9082,21134,2
9083,18561,2
9083,18624,2
9083,18754,2
9083,18925,2
9083,19382,2
9084,18446,2
9084,18453,2
9084,18502,2
9084,18981,2
9084,19103,2
9085,18667,2
9085,19099,2
9085,19291,2
9085,19326,2
9085,20073,2
9086,18557,2
9086,18754,2
9086,18849,2
9086,18971,2
9087,18703,2
9087,18746,2
9087,18754,2
9087,18759,2
9087,18794,2
9087,18838,2
9087,18932,2
9087,18947,2
9087,18948,2
9087,20966,2
9088,18471,2
9088,18981,2
9088,18982,2
9088,21416,2
9089,18420,2
9089,18746,2
9089,19072,2
9089,19144,2
9089,19145,2
9089,19365,2
9089,19162,2
9090,18415,2
9090,18446,2
9090,18582,2
9090,18624,2
9090,18388,2
9090,18700,2
9090,18715,2
9090,18754,2
9090,18683,2
9090,19009,2
9090,19494,2
9090,19545,2
9090,19551,2
9090,20006,2
9090,20203,2
9090,19790,2
9090,22502,2
9091,18561,2
9091,19175,2
9091,21039,2
9092,18392,2
9092,18704,2
9092,18849,2
9092,19302,2
9092,19491,2
9092,21055,2
9093,18561,2
9093,18770,2
9094,18561,2
9094,18744,2
9094,18904,2
9094,20323,2
9095,18476,2
9095,18746,2
9095,18783,2
9095,19072,2
9095,20464,2
9096,18415,2
9096,18746,2
9096,18754,2
9096,19004,2
9096,19112,2
9096,19116,2
9096,19649,2
9096,21628,2
9096,23032,2
9096,22719,2
9097,18453,2
9097,18863,2
9097,18982,2
9097,18423,2
9097,20558,2
9097,21269,2
9098,18393,2
9098,18411,2
9098,18561,2
9098,18570,2
9098,18582,2
9098,18653,2
9098,18754,2
9098,18932,2
9098,19012,2
9098,19187,2
9098,19329,2
9099,18502,2
9099,18683,2
9099,18746,2
9099,18819,2
9099,18768,2
9100,18560,2
9100,18740,2
9100,18746,2
9100,18754,2
9100,18932,2
9100,19112,2
9100,18668,2
9100,18689,2
9100,19663,2
9100,20583,2
9101,18738,2
9101,19408,2
9101,19546,2
9102,18746,2
9102,20476,2
9103,18561,2
9103,18738,2
9103,18861,2
9103,18786,2
9103,20839,2
9103,21022,2
9104,18424,2
9104,18446,2
9104,18560,2
9104,18676,2
9104,18624,2
9104,18388,2
9104,18932,2
9104,19225,2
9104,19269,2
9104,20422,2
9105,18411,2
9105,18683,2
9105,18759,2
9105,18779,2
9105,18847,2
9105,18965,2
9105,19510,2
9105,19707,2
9106,18450,2
9106,18471,2
9106,19049,2
9106,19058,2
9106,20393,2
9106,20829,2
9107,18532,2
9107,18746,2
9107,18768,2
9107,18601,2
9107,18413,2
9107,19085,2
9107,22753,2
9108,18683,2
9108,18746,2
9108,18753,2
9108,18757,2
9108,18774,2
9108,18783,2
9108,19072,2
9109,18783,2
9109,18784,2
9109,19641,2
9109,19664,2
9109,22715,2
9110,18471,2
9110,18746,2
9110,18754,2
9110,18611,2
9111,18392,2
9111,18624,2
9111,19135,2
9111,19225,2
9111,19306,2
9111,20422,2
9112,18488,2
9112,18512,2
9112,19947,2
9112,19873,2
9113,18430,2
9113,18520,2
9113,18587,2
9113,18746,2
9113,18689,2
9113,20464,2
9113,20467,2
9114,18422,2
9114,18471,2
9114,18740,2
9114,18980,2
9114,18983,2
9114,18405,2
9114,20428,2
9115,18746,2
9115,18803,2
9115,18855,2
9115,18988,2
9115,19072,2
9115,21119,2
9116,18403,2
9116,18611,2
9116,18715,2
9116,18838,2
9116,18900,2
9116,19873,2
9116,21677,2
9117,18446,2
9117,18746,2
9117,18754,2
9117,18786,2
9117,20258,2
9117,19120,2
9117,22464,2
9117,23472,2
9118,18532,2
9118,18623,2
9118,19013,2
9119,18624,2
9119,18861,2
9119,18872,2
9119,18895,2
9119,18837,2
9120,18432,2
9120,18417,2
9120,18742,2
9120,19460,2
9121,18561,2
9121,18983,2
9121,22502,2
9122,18704,2
9122,18746,2
9122,18804,2
9122,18819,2
9122,18655,2
9122,25898,2
9123,18411,2
9123,18661,2
9123,18798,2
9123,19798,2
9123,19013,2
9124,18561,2
9124,18754,2
9124,18833,2
9124,18906,2
9125,18466,2
9125,18754,2
9125,19083,2
9125,21431,2
9125,22122,2
9126,18855,2
9126,18701,2
9126,18777,2
9126,21206,2
9126,23022,2
9127,18754,2
9127,18916,2
9127,19269,2
9127,18825,2
9128,18392,2
9128,18471,2
9128,18704,2
9128,19285,2
9128,19585,2
9128,20259,2
9128,21484,2
9129,18743,2
9129,19053,2
9129,22767,2
9130,18453,2
9130,18920,2
9130,19106,2
9130,19257,2
9130,18689,2
9130,20209,2
9130,22146,2
9130,24043,2
9131,19079,2
9131,18819,2
9131,19794,2
9132,19043,2
9132,22424,2
9133,18801,2
9133,19446,2
9133,19873,2
9134,18392,2
9134,18395,2
9134,18573,2
9134,19467,2
9134,18647,2
9134,19707,2
9134,20018,2
9134,22357,2
9135,18501,2
9135,18507,2
9135,19250,2
9135,19528,2
9135,21703,2
9136,18659,2
9136,18862,2
9136,19154,2
9136,20189,2
9137,18453,2
9137,19070,2
9137,19362,2
9137,19585,2
9138,18648,2
9138,18624,2
9138,18855,2
9138,19099,2
9138,19282,2
9138,20940,2
9139,18411,2
9139,18413,2
9139,18446,2
9139,18483,2
9139,18624,2
9139,18746,2
9139,19072,2
9139,19192,2
9139,20349,2
9140,18466,2
9140,18667,2
9140,18947,2
9140,19528,2
9140,20073,2
9141,18411,2
9141,18471,2
9141,18532,2
9141,18560,2
9141,18786,2
9141,18932,2
9141,19120,2
9141,19854,2
9141,19790,2
9142,18426,2
9142,18561,2
9142,18624,2
9142,19680,2
9142,20730,2
9142,22132,2
9143,18392,2
9143,18735,2
9143,19287,2
9143,19666,2
9143,19667,2
9143,22970,2
9144,18413,2
9144,18689,2
9144,19038,2
9144,20918,2
9145,18392,2
9145,18859,2
9145,18647,2
9145,20521,2
9145,22357,2
9146,18617,2
9146,18601,2
9146,19072,2
9147,18502,2
9147,18554,2
9147,18746,2
9147,18754,2
9147,18783,2
9147,18786,2
9147,18884,2
9148,18481,2
9148,18502,2
9148,18956,2
9148,19361,2
9149,18473,2
9149,18746,2
9149,18784,2
9149,18854,2
9149,19072,2
9149,19641,2
9149,19798,2
9149,20169,2
9149,20278,2
9150,18515,2
9150,18929,2
9150,18981,2
9150,19103,2
9150,19340,2
9150,19058,2
9150,20933,2
9151,18461,2
9151,18601,2
9151,18746,2
9151,18768,2
9151,18916,2
9151,19111,2
9152,18392,2
9152,18453,2
9152,18667,2
9152,18746,2
9152,18754,2
9152,18895,2
9152,20073,2
9152,21305,2
9153,18424,2
9153,18746,2
9153,18855,2
9153,18971,2
9153,19645,2
9153,21096,2
9153,21250,2
9154,18422,2
9154,18446,2
9154,18471,2
9154,18554,2
9154,18740,2
9154,18738,2
9154,19133,2
9155,18629,2
9155,18635,2
9155,18746,2
9155,18803,2
9155,18900,2
9155,19298,2
9155,18786,2
9156,18546,2
9156,18798,2
9156,19070,2
9156,19928,2
9156,19353,2
9157,18421,2
9157,18453,2
9157,18626,2
9157,19340,2
9157,20287,2
9157,20933,2
9157,20580,2
9158,18386,2
9158,18754,2
9158,18870,2
9158,19227,2
9158,18647,2
9158,20081,2
9158,23377,2
9160,18746,2
9160,18783,2
9160,18881,2
9160,21874,2
9160,23956,2
9161,18411,2
9161,18413,2
9161,18457,2
9161,18471,2
9161,18667,2
9161,18701,2
9161,18754,2
9161,19096,2
9161,20073,2
9161,19013,2
9161,20918,2
9162,18453,2
9162,18738,2
9162,18923,2
9162,18982,2
9162,19037,2
9162,19306,2
9162,19376,2
9162,20382,2
9163,18432,2
9163,18446,2
9163,18929,2
9163,18742,2
9163,20132,2
9163,21592,2
9164,18415,2
9164,18570,2
9164,18689,2
9164,18759,2
9164,18977,2
9164,19040,2
9164,19078,2
9165,18411,2
9165,18422,2
9165,18453,2
9165,18561,2
9165,18840,2
9165,22056,2
9166,18411,2
9166,18453,2
9166,18683,2
9166,18847,2
9166,19145,2
9166,20209,2
9167,18452,2
9167,18884,2
9167,19585,2
9167,20037,2
9168,18746,2
9168,18754,2
9168,18983,2
9168,20865,2
9169,18446,2
9169,18452,2
9169,18453,2
9169,18489,2
9169,18573,2
9169,18746,2
9169,18983,2
9169,18768,2
9169,20311,2
9169,20363,2
9170,18403,2
9170,18430,2
9170,18467,2
9170,18754,2
9170,18878,2
9170,18838,2
9170,19362,2
9170,18689,2
9171,18392,2
9171,18502,2
9171,19414,2
9171,19528,2
9171,19585,2
9172,18392,2
9172,18403,2
9172,18453,2
9172,18611,2
9172,18719,2
9172,19936,2
9172,21219,2
9173,18446,2
9173,18570,2
9173,19037,2
9173,19145,2
9173,19160,2
9173,19269,2
9174,18624,2
9174,18746,2
9174,18833,2
9174,18917,2
9174,18819,2
9174,20467,2
9174,22575,2
9174,19927,2
9175,18861,2
9175,20774,2
9175,19375,2
9176,18746,2
9176,18783,2
9176,18784,2
9176,18786,2
9177,18513,2
9177,18799,2
9177,19233,2
9177,18701,2
9178,18561,2
9178,19176,2
9178,20422,2
9178,21209,2
9179,18746,2
9179,18818,2
9179,19081,2
9179,19692,2
9179,18851,2
9180,18471,2
9180,18833,2
9180,19070,2
9180,19431,2
9180,19585,2
9180,20308,2
9181,19072,2
9181,19875,2
9181,22452,2
9182,18411,2
9182,18557,2
9182,18667,2
9182,18743,2
9182,18754,2
9182,18782,2
9182,19602,2
9182,20073,2
9182,20422,2
9183,18446,2
9183,18561,2
9183,18786,2
9183,18980,2
9183,20066,2
9183,20246,2
9184,18424,2
9184,18520,2
9184,18570,2
9184,18746,2
9184,18783,2
9184,19072,2
9184,19404,2
9184,20120,2
9184,20555,2
9185,18471,2
9185,18754,2
9185,18786,2
9185,18643,2
9185,20528,2
9185,20589,2
9186,18965,2
9186,19577,2
9186,20151,2
9186,20246,2
9186,20269,2
9186,20431,2
9186,20988,2
9186,22501,2
9187,18563,2
9187,18754,2
9187,19226,2
9187,19227,2
9188,18466,2
9188,18483,2
9188,18783,2
9188,18833,2
9188,18854,2
9188,19072,2
9189,18466,2
9189,18627,2
9189,18667,2
9189,18861,2
9189,18866,2
9189,19111,2
9189,20073,2
9189,22226,2
9189,24298,2
9190,18392,2
9190,19306,2
9190,20138,2
9190,20281,2
9190,19886,2
9191,19070,2
9191,19873,2
9192,18385,2
9192,18403,2
9192,18573,2
9192,18838,2
9192,19403,2
9193,18466,2
9193,18570,2
9193,18507,2
9193,18759,2
9193,18980,2
9193,19010,2
9193,18405,2
9193,19780,2
9193,20479,2
9194,20017,2
9194,18561,2
9195,18392,2
9195,18611,2
9195,18811,2
9195,19070,2
9195,19431,2
9195,20422,2
9195,21275,2
9196,18422,2
9196,18446,2
9196,18471,2
9196,19145,2
9196,18819,2
9197,18507,2
9197,18746,2
9197,18754,2
9197,18683,2
9197,19032,2
9197,20057,2
9198,18453,2
9198,18983,2
9198,19482,2
9198,20906,2
9198,21486,2
9198,22502,2
9199,18411,2
9199,18476,2
9199,18611,2
9199,18876,2
9199,18407,2
9199,19255,2
9199,20298,2
9199,21242,2
9199,21588,2
9200,18446,2
9200,18467,2
9200,18674,2
9200,19079,2
9200,19952,2
9201,18390,2
9201,18428,2
9201,18446,2
9201,18561,2
9201,19029,2
9201,19057,2
9201,19306,2
9201,19902,2
9201,19922,2
9201,20017,2
9202,18392,2
9202,18411,2
9202,18624,2
9203,18501,2
9203,18987,2
9203,19140,2
9203,19313,2
9203,19358,2
9203,19460,2
9203,19528,2
9203,20203,2
9204,18434,2
9204,18746,2
9204,18783,2
9204,18804,2
9204,19072,2
9204,19493,2
9204,19641,2
9204,18655,2
9204,21517,2
9205,18392,2
9205,18520,2
9205,18502,2
9205,18624,2
9205,18847,2
9206,18653,2
9206,18754,2
9206,18823,2
9206,18833,2
9206,18738,2
9206,18859,2
9207,18738,2
9207,18740,2
9207,19408,2
9207,20916,2
9208,18411,2
9208,18471,2
9208,18554,2
9208,18738,2
9208,19037,2
9208,19163,2
9208,19753,2
9208,18604,2
9208,20052,2
9209,18532,2
9209,18801,2
9209,18840,2
9209,18838,2
9209,18901,2
9209,18958,2
9209,18689,2
9209,19024,2
9210,18436,2
9210,18442,2
9210,18648,2
9210,18855,2
9210,19002,2
9211,18507,2
9211,19057,2
9211,19081,2
9211,19902,2
9212,19106,2
9212,19151,2
9212,19177,2
9212,19455,2
9212,19571,2
9212,19806,2
9213,18403,2
9213,18446,2
9213,18601,2
9213,18903,2
9213,19111,2
9213,18647,2
9213,19645,2
9213,19668,2
9213,20467,2
9213,20470,2
9214,18489,2
9214,18573,2
9214,18900,2
9214,19219,2
9214,19321,2
9214,19376,2
9214,19430,2
9215,18746,2
9215,18819,2
9215,19072,2
9215,20288,2
9215,20297,2
9216,18532,2
9216,18561,2
9216,18841,2
9216,18986,2
9216,18808,2
9217,19103,2
9217,20302,2
9218,18392,2
9218,18453,2
9218,18746,2
9218,18783,2
9218,18784,2
9218,19419,2
9218,20558,2
9219,18453,2
9219,18982,2
9219,19037,2
9219,19099,2
9219,19376,2
9220,18738,2
9220,18746,2
9220,18783,2
9220,18854,2
9220,19072,2
9220,20095,2
9221,18611,2
9221,19727,2
9221,20293,2
9222,18546,2
9222,18561,2
9222,18798,2
9222,19458,2
9222,21152,2
9223,18754,2
9223,18783,2
9223,18784,2
9223,18785,2
9223,18786,2
9223,18881,2
9223,20559,2
9224,18412,2
9224,18861,2
9224,19013,2
9224,20248,2
9224,20052,2
9225,18466,2
9225,18476,2
9225,19072,2
9225,20379,2
9225,19030,2
9226,18611,2
9226,18746,2
9226,18783,2
9226,18939,2
9226,18883,2
9227,18403,2
9227,18833,2
9227,18855,2
9227,19057,2
9227,19179,2
9227,21167,2
9227,22683,2
9228,18561,2
9228,18754,2
9228,18757,2
9228,18786,2
9228,18814,2
9228,20422,2
9229,19186,2
9229,19585,2
9229,20995,2
9229,22502,2
9230,18422,2
9230,18582,2
9230,18840,2
9230,19029,2
9230,19585,2
9231,18703,2
9231,19269,2
9231,18900,2
9232,18801,2
9232,18881,2
9232,21000,2
9232,21446,2
9233,18392,2
9233,18561,2
9233,18840,2
9233,19029,2
9233,18535,2
9233,19287,2
9233,19306,2
9233,20220,2
9234,18403,2
9234,18412,2
9234,18446,2
9234,18838,2
9234,18929,2
9235,18932,2
9235,18442,2
9235,19179,2
9235,20327,2
9236,18446,2
9236,18450,2
9236,18856,2
9236,19008,2
9236,18962,2
9236,19291,2
9236,20077,2
9236,19553,2
9237,18453,2
9237,18838,2
9237,18882,2
9237,18901,2
9237,19099,2
9237,21046,2
9238,18532,2
9238,18746,2
9238,18424,2
9238,20153,2
9238,24161,2
9239,18392,2
9239,18607,2
9239,18417,2
9239,18620,2
9239,19329,2
9240,18476,2
9240,18502,2
9240,18582,2
9240,18610,2
9240,18733,2
9240,18854,2
9241,18392,2
9241,18393,2
9241,18442,2
9241,18847,2
9242,18392,2
9242,18446,2
9242,18453,2
9242,18502,2
9242,18768,2
9242,18882,2
9242,20878,2
9242,21250,2
9242,22778,2
9243,18392,2
9243,18406,2
9243,18446,2
9243,18692,2
9243,18982,2
9243,19106,2
9243,20470,2
9244,18392,2
9244,18446,2
9244,18560,2
9244,18624,2
9244,19081,2
9244,19082,2
9244,19402,2
9244,19414,2
9244,19455,2
9244,22779,2
9245,18453,2
9246,18411,2
9246,18450,2
9246,18502,2
9246,18388,2
9246,18771,2
9246,18872,2
9246,18876,2
9246,18554,2
9246,18451,2
9246,19895,2
9247,18561,2
9247,19029,2
9247,19306,2
9248,18392,2
9248,18446,2
9248,18575,2
9248,18683,2
9248,19362,2
9248,21965,2
9249,18392,2
9249,18848,2
9249,19683,2
9249,21673,2
9249,19724,2
9250,18532,2
9250,18561,2
9250,18979,2
9250,18837,2
9250,20220,2
9250,20245,2
9251,18390,2
9251,18392,2
9251,18692,2
9251,18805,2
9251,19373,2
9251,20782,2
9251,20851,2
9252,18418,2
9252,19855,2
9253,18392,2
9253,19082,2
9253,18884,2
9253,19401,2
9253,20138,2
9253,20495,2
9254,18563,2
9254,18624,2
9254,19362,2
9254,22767,2
9255,18900,2
9255,19931,2
9255,20090,2
9255,20714,2
9256,18392,2
9256,18399,2
9256,18446,2
9256,18413,2
9256,18986,2
9256,19390,2
9256,20319,2
9256,20774,2
9257,18392,2
9257,18453,2
9257,18619,2
9257,18701,2
9257,18801,2
9257,19140,2
9257,19467,2
9257,19806,2
9258,18392,2
9258,18471,2
9258,18417,2
9258,19108,2
9258,20416,2
9258,21995,2
9259,18611,2
9259,18900,2
9259,19081,2
9259,19716,2
9259,19823,2
9259,19917,2
9259,21874,2
9260,18403,2
9260,18668,2
9260,18883,2
9260,21405,2
9260,21455,2
9260,22791,2
9261,18472,2
9261,19070,2
9261,19667,2
9262,18392,2
9262,18743,2
9262,18801,2
9262,19329,2
9262,19440,2
9262,18689,2
9262,20259,2
9263,18392,2
9263,18442,2
9263,18453,2
9263,18624,2
9263,18830,2
9263,19287,2
9263,19460,2
9263,21511,2
9264,18611,2
9264,18730,2
9264,18920,2
9264,21620,2
9264,22101,2
9265,18392,2
9265,18624,2
9265,18814,2
9265,19585,2
9265,19931,2
9266,19186,2
9267,18392,2
9267,18415,2
9267,18561,2
9267,18720,2
9267,19029,2
9267,18535,2
9267,19306,2
9268,18601,2
9268,19528,2
9268,20077,2
9268,18856,2
9268,22795,2
9269,18392,2
9269,18479,2
9269,18406,2
9269,18998,2
9270,18390,2
9270,18532,2
9270,18841,2
9270,18689,2
9270,19566,2
9270,18647,2
9271,18388,2
9271,18668,2
9271,19661,2
9271,22502,2
9272,18392,2
9272,18502,2
9272,18532,2
9272,18623,2
9273,18392,2
9273,18393,2
9273,18481,2
9273,18502,2
9273,18507,2
9273,19770,2
9273,20495,2
9274,18411,2
9274,18420,2
9274,18546,2
9274,18583,2
9274,18624,2
9274,18970,2
9274,19455,2
9274,19467,2
9274,19838,2
9274,22779,2
9275,18388,2
9275,18394,2
9275,19214,2
9275,19585,2
9275,20774,2
9275,21819,2
9276,18392,2
9276,18446,2
9276,18754,2
9276,18819,2
9276,19164,2
9276,21832,2
9277,18446,2
9277,18502,2
9277,18920,2
9277,19103,2
9277,18957,2
9278,18392,2
9278,18446,2
9278,19029,2
9278,19306,2
9278,20893,2
9278,22799,2
9279,18406,2
9279,18754,2
9279,19082,2
9279,19164,2
9279,19256,2
9279,20138,2
9279,21840,2
9280,18471,2
9280,18500,2
9280,18570,2
9280,19492,2
9280,20363,2
9280,20364,2
9280,20629,2
9280,20675,2
9280,18845,2
9281,18620,2
9281,18814,2
9281,18508,2
9282,18533,2
9282,18610,2
9282,19630,2
9283,18411,2
9283,18571,2
9283,18965,2
9283,19117,2
9283,19823,2
9284,18392,2
9284,18623,2
9284,18814,2
9284,18916,2
9284,21134,2
9285,18392,2
9285,19361,2
9285,20006,2
9285,20851,2
9285,21129,2
9285,18476,2
9286,18392,2
9286,18442,2
9286,18479,2
9286,18583,2
9286,18971,2
9286,20482,2
9287,18561,2
9287,18648,2
9287,18855,2
9287,19615,2
9287,19602,2
9287,20534,2
9288,18392,2
9288,18481,2
9288,18681,2
9288,18751,2
9288,18601,2
9288,19099,2
9288,20893,2
9289,18546,2
9289,18798,2
9289,18801,2
9289,18661,2
9289,19359,2
9289,18689,2
9290,18833,2
9290,19070,2
9290,19925,2
9291,18392,2
9291,18546,2
9291,18798,2
9291,19551,2
9292,18392,2
9292,18582,2
9292,19029,2
9292,19306,2
9292,19361,2
9292,19886,2
9293,18392,2
9293,18420,2
9293,18450,2
9293,18805,2
9293,18998,2
9293,19312,2
9293,20224,2
9293,20782,2
9294,18453,2
9294,18691,2
9294,22407,2
9295,18392,2
9295,18683,2
9295,18900,2
9295,18971,2
9295,21874,2
9296,18412,2
9296,18722,2
9296,18929,2
9296,18515,2
9296,19821,2
9297,18392,2
9297,18411,2
9297,18446,2
9297,18481,2
9297,18489,2
9297,18502,2
9297,20066,2
9298,18403,2
9298,18443,2
9298,18472,2
9298,18530,2
9298,18620,2
9298,18827,2
9298,19396,2
9299,18446,2
9299,18489,2
9299,18929,2
9299,19348,2
9299,19376,2
9299,18689,2
9299,18647,2
9299,20088,2
9299,19116,2
9300,18385,2
9300,18406,2
9300,18743,2
9300,19368,2
9301,18390,2
9301,18392,2
9301,18533,2
9301,18624,2
9301,18785,2
9301,20513,2
9301,21484,2
9301,19589,2
9302,18392,2
9302,18624,2
9302,18705,2
9302,18805,2
9302,19373,2
9302,19472,2
9302,19744,2
9302,20780,2
9302,20871,2
9302,20724,2
9302,21559,2
9303,18636,2
9303,18916,2
9303,19312,2
9303,20543,2
9303,20646,2
9303,20781,2
9303,20782,2
9304,18392,2
9304,19282,2
9304,18745,2
9304,19312,2
9304,19449,2
9304,20940,2
9305,18392,2
9305,18624,2
9305,18692,2
9305,18909,2
9305,18916,2
9305,19373,2
9306,18392,2
9306,18397,2
9306,19414,2
9307,18411,2
9307,18756,2
9307,19585,2
9307,21623,2
9307,20803,2
9308,18392,2
9308,18805,2
9308,19070,2
9308,19096,2
9309,18392,2
9309,18446,2
9309,18814,2
9309,18544,2
9309,20064,2
9309,20428,2
9309,20674,2
9309,19219,2
9310,18392,2
9310,19117,2
9310,19719,2
9311,18392,2
9311,18446,2
9311,18716,2
9311,18601,2
9311,18738,2
9311,19071,2
9311,19817,2
9312,18446,2
9312,18601,2
9312,18683,2
9312,18738,2
9312,18859,2
9312,19071,2
9312,20093,2
9312,21821,2
9313,18716,2
9313,18722,2
9313,18738,2
9313,18872,2
9313,19071,2
9313,20995,2
9314,18392,2
9314,18479,2
9314,18572,2
9314,18754,2
9314,18770,2
9314,19808,2
9314,21791,2
9315,18392,2
9315,20087,2
9315,20119,2
9315,20854,2
9315,21966,2
9316,18392,2
9316,19359,2
9316,19372,2
9316,18576,2
9317,18422,2
9317,18983,2
9317,19585,2
9318,18430,2
9318,18900,2
9318,18971,2
9318,19186,2
9318,21874,2
9319,18392,2
9319,18570,2
9319,18661,2
9319,18759,2
9319,19377,2
9320,18392,2
9320,18442,2
9320,18471,2
9320,18624,2
9320,19186,2
9320,19475,2
9321,18661,2
9321,18798,2
9321,18947,2
9321,19186,2
9322,18411,2
9322,18859,2
9322,18900,2
9322,18982,2
9322,20138,2
9323,18403,2
9323,18615,2
9323,18704,2
9323,21152,2
9324,18392,2
9324,18418,2
9324,18738,2
9324,19099,2
9324,20495,2
9324,20512,2
9324,18472,2
9325,18453,2
9325,18900,2
9325,19186,2
9325,20116,2
9325,21486,2
9325,22112,2
9326,18392,2
9326,18532,2
9326,18648,2
9326,18406,2
9326,19138,2
9326,20066,2
9327,18392,2
9327,18406,2
9327,18416,2
9328,18392,2
9328,18716,2
9328,18456,2
9329,18403,2
9329,18546,2
9329,18661,2
9329,18798,2
9329,19479,2
9329,19528,2
9329,19585,2
9329,20024,2
9329,20037,2
9329,20204,2
9329,20714,2
9329,19886,2
